Pop.Group,Mean.pop,mean.religiosity
5,1029655,0.73237
1,516564,0.9095
6,268857.5,0.78835
4,125385.5,0.81705444444445
2,41848.3333333333,0.774706481481483
3,10475.8823529412,0.748368562091512
